study_ref_id,biodist_type,animal_model,cell_lines,dosage_symbols,dosage_value,dosage_unit,detection_time,metabolism,excretion,tumor_retention_time,tbr_tumor_blood,tbr_tumor_muscle,tbr_tumor_kidney,tbr_tumor_salivary_glands,tbr_tumor_liver,tbr_tumor_lung,tbr_tumor_heart,biodist_result_image,biodist_description,created_at,updated_at
BIO02191,Ex vivo biodistribution,Balb/c mice bearing 4T1 tumors,4T1 cell,=,37, MBq,24h,Hepatobiliary,Renal and hepatobiliary,＞96h,,,2.65 ± 0.98,,1.05 ± 0.40,191.33 ± 35.80,287.00 ± 66.30,BIOR02191,High tumor uptake with hepatobiliary and renal clearance,,
BIO02191,Ex vivo biodistribution,Balb/c mice bearing 4T1 tumors,4T1 cell,=,37, MBq,72h,Hepatobiliary,Renal and hepatobiliary,＞96h,,,14.00 ± 2.46,,2.07 ± 0.93,,,BIOR02191,High tumor uptake with hepatobiliary and renal clearance,,
BIO02191,Ex vivo biodistribution,Balb/c mice bearing 4T1 tumors,4T1 cell,=,37, MBq,96h,Hepatobiliary,Renal and hepatobiliary,＞96h,,,29.94 ± 5.75,,2.44 ± 0.78,,,BIOR02191,High tumor uptake with hepatobiliary and renal clearance,,
BIO02193,Imaging,A549PDL1 tumor-bearing mice,A549PDL1 cell,=,370,MBq/kg,0.5h,,Dual channel excretion of kidney and liver,＞ 4h,,,,,,,,BIOR02193,"High uptake in liver, GI tract, kidney; short retention",,
BIO02193,Imaging,A549PDL1 tumor-bearing mice,A549PDL1 cell,=,370,MBq/kg,1h,,Dual channel excretion of kidney and liver,＞ 4h,,,,,,,,BIOR02193,"High uptake in liver, GI tract, kidney; short retention",,
BIO02193,Imaging,A549PDL1 tumor-bearing mice,A549PDL1 cell,=,370,MBq/kg,2h,,Dual channel excretion of kidney and liver,＞ 4h,6.08±0.62（2h）,,,,,,,BIOR02193,"High uptake in liver, GI tract, kidney; short retention",,
BIO02193,Imaging,A549PDL1 tumor-bearing mice,A549PDL1 cell,=,370,MBq/kg,4h,,Dual channel excretion of kidney and liver,＞ 4h,14.01±2.10（4h）,,,,,,,BIOR02193,"High uptake in liver, GI tract, kidney; short retention",,
BIO02194,Ex vivo biodistribution,B16F10  tumor-bearing mice,B16F10 cells,=,3.7–7.4,MBq,18h,Renal and hepatic,Mainly excreted through the kidneys,＞ 48h,4.66 ± 0.53（18h）,6.97 ± 1.29（18h）,0.10 ± 0.01（18h）,,0.25 ± 0.03（18h）,1.25 ± 0.16（18h）,2.38 ± 0.57（18h）,BIOR02194,"High tumor uptake, prolonged retention",,
BIO02194,Ex vivo biodistribution,B16F10  tumor-bearing mice,B16F10 cells,=,3.7–7.4,MBq,36h,Renal and hepatic,Mainly excreted through the kidneys,＞ 48h,6.49 ± 0.56（36h）,6.98 ± 1.55（36h）,0.12 ± 0.03（36h）,,0.22 ± 0.05（36h）,1.37 ± 0.26（36h）,2.44 ± 0.25（36h）,BIOR02194,"High tumor uptake, prolonged retention",,
BIO02194,Ex vivo biodistribution,B16F10  tumor-bearing mice,B16F10 cells,=,3.7–7.4,MBq,48h,Renal and hepatic,Mainly excreted through the kidneys,＞ 48h,6.49 ± 0.55（48h）,3.69 ± 1.5 （48h）,0.11 ± 0.01（48h）,,0.13 ± 0.02（48h）,0.76 ± 0.08（48h）,2.34 ± 0.2（48h）,BIOR02194,"High tumor uptake, prolonged retention",,
BIO02195,Ex vivo biodistribution,B16F10  tumor-bearing mice,B16F10 cells,=,3.7–7.4,MBq,18h,,Dual channel excretion of kidney and liver,,1.92 ± 0.4 （18h）,6.21 ± 2.39（18h）,0.06 ± 0.01（18h）,,0.19 ± 0.02（18h）,1.26 ± 0.28（18h）,1.36 ± 0.05（18h）,BIOR02195,Moderate tumor uptake,,
BIO02195,Ex vivo biodistribution,B16F10  tumor-bearing mice,B16F10 cells,=,3.7–7.4,MBq,36h,,Dual channel excretion of kidney and liver,,2.38 ± 0.4 （36h）,5.10 ± 1.29（36h）,0.07 ± 0.01（36h）,,0.20 ± 0.03（36h）,0.73 ± 0.13（36h）,1.54 ± 0.54（36h）,BIOR02195,Moderate tumor uptake,,
BIO02195,Ex vivo biodistribution,B16F10  tumor-bearing mice,B16F10 cells,=,3.7–7.4,MBq,48h,,Dual channel excretion of kidney and liver,,2.68 ± 0.44 （48h）,4.03 ± 0.84（48h）,0.11 ± 0.02（48h）,,0.21 ± 0.04（48h）,0.67 ± 0.22（48h）,1.22 ± 0.37（48h）,BIOR02195,Moderate tumor uptake,,
BIO02196,Ex vivo biodistribution,Normal female C57BL/6N mice,,=,0.185,MBq,0.5h,Hepatic and renal,Renal and gastrointestinal,＞ 4h,,,,,,,,BIOR02196,"Moderate tumor uptake, significant blocking by BMS202 (44.74% reduction)",,
BIO02196,Ex vivo biodistribution,Normal female C57BL/6N mice,,=,0.185,MBq,1h,Hepatic and renal,Renal and gastrointestinal,＞ 4h,,,,,,,,BIOR02196,"Moderate tumor uptake, significant blocking by BMS202 (44.74% reduction)",,
BIO02196,Ex vivo biodistribution,Normal female C57BL/6N mice,,=,0.185,MBq,2h,Hepatic and renal,Renal and gastrointestinal,＞ 4h,,,,,,,,BIOR02196,"Moderate tumor uptake, significant blocking by BMS202 (44.74% reduction)",,
BIO02196,Ex vivo biodistribution,Normal female C57BL/6N mice,,=,0.185,MBq,4h,Hepatic and renal,Renal and gastrointestinal,＞ 4h,,,,,,,,BIOR02196,"Moderate tumor uptake, significant blocking by BMS202 (44.74% reduction)",,
BIO02197,Ex vivo biodistribution,Normal female C57BL/6N mice,,=,0.185,MBq,0.5h,Hepatic and renal,Renal and gastrointestinal,＞ 4h,,,,,,,,BIOR02197,"Moderate tumor uptake, significant blocking by BMS202 (47.18% reduction)",,
BIO02197,Ex vivo biodistribution,Normal female C57BL/6N mice,,=,0.185,MBq,1h,Hepatic and renal,Renal and gastrointestinal,＞ 4h,,,,,,,,BIOR02197,"Moderate tumor uptake, significant blocking by BMS202 (47.18% reduction)",,
BIO02197,Ex vivo biodistribution,Normal female C57BL/6N mice,,=,0.185,MBq,2h,Hepatic and renal,Renal and gastrointestinal,＞ 4h,,,,,,,,BIOR02197,"Moderate tumor uptake, significant blocking by BMS202 (47.18% reduction)",,
BIO02197,Ex vivo biodistribution,Normal female C57BL/6N mice,,=,0.185,MBq,4h,Hepatic and renal,Renal and gastrointestinal,＞ 4h,,,,,,,,BIOR02197,"Moderate tumor uptake, significant blocking by BMS202 (47.18% reduction)",,
BIO02198,Ex vivo biodistribution,MC38-B7H1 tumor bearing mice,MC38-B7H1 cell,=,0.185,MBq,0.5h,Hepatic and renal,Renal and gastrointestinal,＞ 4h,0.32 ± 0.04（0.5h）,1.63 ± 0.00（0.5h）,,,,,,BIOR02198,"Moderate tumor uptake, significant blocking by BMS202 (44.74% reduction)",,
BIO02198,Ex vivo biodistribution,MC38-B7H1 tumor bearing mice,MC38-B7H1 cell,=,0.185,MBq,1h,Hepatic and renal,Renal and gastrointestinal,＞ 4h,0.44 ± 0.14（1h）,1.36 ± 0.04（1h）,,,,,,BIOR02198,"Moderate tumor uptake, significant blocking by BMS202 (47.18% reduction)",,
BIO02198,Ex vivo biodistribution,MC38-B7H1 tumor bearing mice,MC38-B7H1 cell,=,0.185,MBq,2h,Hepatic and renal,Renal and gastrointestinal,＞ 4h,0.50 ± 0.19（2h）,1.78 ± 0.47（2h）,,,,,,BIOR02198,"Moderate tumor uptake, significant blocking by BMS202 (47.18% reduction)",,
BIO02198,Ex vivo biodistribution,MC38-B7H1 tumor bearing mice,MC38-B7H1 cell,=,0.185,MBq,4h,Hepatic and renal,Renal and gastrointestinal,＞ 4h,0.61 ± 0.13（4h）,1.58 ± 0.28（4h）,,,,,,BIOR02198,"Moderate tumor uptake, significant blocking by BMS202 (44.74% reduction)",,
BIO02201,Imaging,Male thymus free NMRI nude mice aged 8 to 16 weeks (strain: NMRI-Foxn1nu),,=,5~12,MBq,1.5h,Hepatobiliary,Hepatobiliary,,,,,,,,,BIOR02201,"Rapid hepatobiliary clearance, negligible tumor uptake, no contrast between PD-L1+ and PD-L1- tumors",,
BIO02202,Imaging,Male thymus free NMRI nude mice aged 8 to 16 weeks (strain: NMRI-Foxn1nu),,=,5~12,MBq,1.5h,Hepatobiliary,Hepatobiliary,,,,,,,,,BIOR02202,"Rapid hepatobiliary clearance, negligible tumor uptake, no contrast between PD-L1+ and PD-L1- tumors",,
BIO02203,Imaging,BALB/c nude mice with U87-MG xenografts,U87-MG cell,=,7.4,MBq,2h,Renal excretion,Mainly excreted through the kidneys,,,,,,,,,BIOR02203,"High tumor uptake, low background, rapid clearance",,
BIO02207,Ex vivo biodistribution,Injection of 4T1 cells into the mammary gland of 8-week-old female Balb-c mice,4T1 cell,=,3.7,MBq,1h,Hepatobiliary and renal,Hepatobiliary and renal,＞ 3h,,,0.14±0.02,,0.29±0.04,3.59±0.86,4.01±1.23,BIOR02207,"Rapid tumor accumulation, hepatobiliary and renal clearance, specific PD-L1 targeting",,
BIO02207,Ex vivo biodistribution,Injection of 4T1 cells into the mammary gland of 8-week-old female Balb-c mice,4T1 cell,=,3.7,MBq,2h,Hepatobiliary and renal,Hepatobiliary and renal,＞ 3h,,,0.12±0.02,,0.34±0.05,8.32±2.41,7.13±4.35,BIOR02207,"Rapid tumor accumulation, hepatobiliary and renal clearance, specific PD-L1 targeting",,
BIO02207,Ex vivo biodistribution,Injection of 4T1 cells into the mammary gland of 8-week-old female Balb-c mice,4T1 cell,=,3.7,MBq,3h,Hepatobiliary and renal,Hepatobiliary and renal,＞ 3h,,,0.18±0.02,,0.42±0.06,17.54±5.04,13.81±3.26,BIOR02207,"Rapid tumor accumulation, hepatobiliary and renal clearance, specific PD-L1 targeting",,
BIO02212,Imaging,"PC3, H1975 and A549 tumor-bearing BALB/c nude mice","PC3, H1975 and A549 cell",=,3.70-5.55,MBq,0.5h,Renal,Urinary system,＞ 2h,,3.21 ± 0.58（0.5h）,,,2.57 ± 0.26（0.5h）,2.85 ± 0.22（0.5h）,,BIOR02212,"High accumulation in kidneys, low background organ uptake, favorable tumor-to-background ratios",,
BIO02212,Imaging,"PC3, H1975 and A549 tumor-bearing BALB/c nude mice","PC3, H1975 and A549 cell",=,3.70-5.55,MBq,1h,Renal,Urinary system,＞ 2h,,2.78 ± 0.75（1h）,,,2.08 ± 0.45（1h）,2.41 ± 0.34（1h）,,BIOR02212,"High accumulation in kidneys, low background organ uptake, favorable tumor-to-background ratios",,
BIO02212,Imaging,"PC3, H1975 and A549 tumor-bearing BALB/c nude mice","PC3, H1975 and A549 cell",=,3.70-5.55,MBq,2h,Renal,Urinary system,＞ 2h,,2.44 ± 0.46（2h）,,,1.92 ± 0.27（2h）,1.60 ± 0.11（2h）,,BIOR02212,"High accumulation in kidneys, low background organ uptake, favorable tumor-to-background ratios",,
BIO02213,Imaging,"PC3, H1975 and A549 tumor-bearing BALB/c nude mice","PC3, H1975 and A549 cell",=,3.70-5.55,MBq,0.5h,Renal,Urinary system,＞ 2h,,1.50 ± 0.18（0.5h）,,,1.12 ± 0.10（0.5h）,1.19 ± 0.16（0.5h）,,BIOR02213,"High accumulation in kidneys, low background organ uptake, favorable tumor-to-background ratios",,
BIO02213,Imaging,"PC3, H1975 and A549 tumor-bearing BALB/c nude mice","PC3, H1975 and A549 cell",=,3.70-5.55,MBq,1h,Renal,Urinary system,＞ 2h,,1.32 ± 0.17（1h）,,,1.18 ± 0.18（1h）,1.26 ± 0.15（1h）,,BIOR02213,"High accumulation in kidneys, low background organ uptake, favorable tumor-to-background ratios",,
BIO02213,Imaging,"PC3, H1975 and A549 tumor-bearing BALB/c nude mice","PC3, H1975 and A549 cell",=,3.70-5.55,MBq,2h,Renal,Urinary system,＞ 2h,,1.28 ± 0.11（2h）,,,1.01 ± 0.12（2h）,0.95 ± 0.07（2h）,,BIOR02213,"High accumulation in kidneys, low background organ uptake, favorable tumor-to-background ratios",,
BIO02214,Ex vivo biodistribution,BALB/c nude mice bearing B16F10 tumors (n = 4),B16F10 cells,=,0.925-1.48,MBq,1h,Renal,Urinary system,＞ 2h,2.99 ± 0.68（1h）,9.40 ± 1.37（1h）,,,3.80 ± 0.11（1h）,,6.16 ± 0.03（1h）,BIOR02214,"High accumulation in kidneys, rapid clearance from blood and muscle, specific tumor uptake in PD-L1 positive tumors",,
BIO02215,Imaging,SCID Beige mice with LOX (PD-L1+)  tumors,LOX（PD-L1+）cell,=,0.26-0.44,MBq,1.5h,Renal,Urinary system,＞ 1.5h,,,,,,,,BIOR02215,"High accumulation in kidneys, >25-fold higher uptake in PD-L1+ tumors vs PD-L1- tumors, rapid blood clearance",,
BIO04789,Imaging,SCID Beige mice with SUDHL6 (PD-L1-) tumors,SUDHL6（PD-L1-） cell,=,0.26-0.44,MBq,1.5h,Renal,Urinary system,＞ 1.5h,,,,,,,,BIOR04789,"High accumulation in kidneys, >25-fold higher uptake in PD-L1+ tumors vs PD-L1- tumors, rapid blood clearance",,
BIO02216,Imaging,SCID Beige mice with SUDHL6 (PD-L1-) tumors,SUDHL6（PD-L1-） cell,=,0.10-0.22,MBq,1.5h,Renal,Urinary system,＞ 1.5h,,,,,,,,BIOR02216,"High accumulation in kidneys, >25-fold higher uptake in PD-L1+ tumors vs PD-L1- tumors, rapid blood clearance",,
BIO04790,Imaging,SCID Beige mice with LOX (PD-L1+)  tumors,LOX（PD-L1+）cell,=,0.10-0.22,MBq,1.5h,Renal,Urinary system,＞ 1.5h,,,,,,,,BIOR04790,"High accumulation in kidneys, >25-fold higher uptake in PD-L1+ tumors vs PD-L1- tumors, rapid blood clearance",,
BIO02217,Ex vivo biodistribution,"NOD/SCID mice, with and without U87MG xenografts.",with and without U87MG cells,=,3.7,MBq,15min,Renal,Urinary system,＞ 3h,,,,,,,,BIOR02217,"High renal accumulation, low hepatic uptake, rapid blood clearance, specific tumor uptake correlated with PD-L1 expression",,
BIO02217,Ex vivo biodistribution,"NOD/SCID mice, with and without U87MG xenografts.",with and without U87MG cells,=,3.7,MBq,0.5h,Renal,Urinary system,＞ 3h,,,,,,,,BIOR02217,"High renal accumulation, low hepatic uptake, rapid blood clearance, specific tumor uptake correlated with PD-L1 expression",,
BIO02217,Ex vivo biodistribution,"NOD/SCID mice, with and without U87MG xenografts.",with and without U87MG cells,=,3.7,MBq,1h,Renal,Urinary system,＞ 3h,6.47±0.72（1h）,25.67±4.12 （1h）,,,,,,BIOR02217,"High renal accumulation, low hepatic uptake, rapid blood clearance, specific tumor uptake correlated with PD-L1 expression",,
BIO02217,Ex vivo biodistribution,"NOD/SCID mice, with and without U87MG xenografts.",with and without U87MG cells,=,3.7,MBq,2h,Renal,Urinary system,＞ 3h,,,,,,,,BIOR02217,"High renal accumulation, low hepatic uptake, rapid blood clearance, specific tumor uptake correlated with PD-L1 expression",,
BIO02217,Ex vivo biodistribution,"NOD/SCID mice, with and without U87MG xenografts.",with and without U87MG cells,=,3.7,MBq,3h,Renal,Urinary system,＞ 3h,,,,,,,,BIOR02217,"High renal accumulation, low hepatic uptake, rapid blood clearance, specific tumor uptake correlated with PD-L1 expression",,
BIO02219,Ex vivo biodistribution,BALB/c nude mice with HCC827 (PD-L1+) xenografts,HCC827 (PD-L1+) cell,=,740,KBq,0.5h,Renal,Urinary system,＞ 1.5h,,5.61±1.68 (30min),,,,,,BIOR02219,"High renal accumulation, low hepatic uptake, rapid blood clearance, specific tumor uptake correlated with PD-L1 expression",,
BIO02219,Ex vivo biodistribution,BALB/c nude mice with HCC827 (PD-L1+) xenografts,HCC827 (PD-L1+) cell,=,740,KBq,1.5h,Renal,Urinary system,＞ 1.5h,,5.96±0.74 (90min),,,,,,BIOR02219,"High renal accumulation, low hepatic uptake, rapid blood clearance, specific tumor uptake correlated with PD-L1 expression",,
BIO02220,Ex vivo biodistribution,BALB/c nude mice with A549 (PD-L1-) xenografts,A549 (PD-L1-) cell,=,740,KBq,0.5h,Renal,Urinary system,＞ 1.5h,,1.15±0.38 (30min),,,,,,BIOR02220,"High renal accumulation, low hepatic uptake, rapid blood clearance, specific tumor uptake correlated with PD-L1 expression",,
BIO02220,Ex vivo biodistribution,BALB/c nude mice with A549 (PD-L1-) xenografts,A549 (PD-L1-) cell,=,740,KBq,1.5h,Renal,Urinary system,＞ 1.5h,,1.51±0.44 (90min),,,,,,BIOR02220,"High renal accumulation, low hepatic uptake, rapid blood clearance, specific tumor uptake correlated with PD-L1 expression",,
BIO02221,Imaging,Immunodeficient mice with MHCC-LM3 hPD-L1 tumors,MHCC-LM3 hPD-L1 cell,=,3,MBq,1h,,Dual channel excretion of kidney and liver,＞ 1h,,5.71±1.73（MHCC-LM3 hPD-L1),,,1.27±0.29（MHCC-LM3 hPD-L1),,2.44±0.73（MHCC-LM3 hPD-L1),BIOR02221,"Specific uptake in PD-L1 positive tumors, low background in normal organs",,
BIO02222,Imaging,Immunodeficient mice with MHCC-LM3 tumors,MHCC-LM3 cell,=,3,MBq,1h,,Dual channel excretion of kidney and liver,＞ 1h,,1.06±0.23（MHCC-LM3),,,0.20±0.29（MHCC-LM3),,0.50±0.07（MHCC-LM3),BIOR02222,"Specific uptake in PD-L1 positive tumors, low background in normal organs",,
BIO02223,Imaging,"BALB/c nude mice with RKO, LM3-PD-L1, A375-PD-L1, T3-M4 tumors and No. 62 PDX","RKO, LM3-PD-L1, A375-PD-L1, T3-M4 and No. 62 PDX cell",=,4.35-7.64,MBq,1h,Renal,Urinary system,＞ 1h,,6.11±0.66（RKO）,,,,,,BIOR02223,"Rapid renal clearance, specific tumor uptake correlated with PD-L1 expression",,
BIO02224,Imaging,"BALB/c nude mice with RKO, LM3-PD-L1, A375-PD-L1, T3-M4 tumors and No. 62 PDX","RKO, LM3-PD-L1, A375-PD-L1, T3-M4 and No. 62 PDX cell",=,4.35-7.64,MBq,1h,Renal,Urinary system,＞ 1h,,7.98±1.47（LM3-PD-L1）,,,,,,BIOR02224,"Rapid renal clearance, specific tumor uptake correlated with PD-L1 expression",,
BIO02225,Imaging,"BALB/c nude mice with RKO, LM3-PD-L1, A375-PD-L1, T3-M4 tumors and No. 62 PDX","RKO, LM3-PD-L1, A375-PD-L1, T3-M4 and No. 62 PDX cell",=,4.35-7.64,MBq,1h,Renal,Urinary system,＞ 1h,,,,,,,,BIOR02225,"Rapid renal clearance, specific tumor uptake correlated with PD-L1 expression",,
