study_id,drug_id,pmid,doi,created_at,updated_at
BIO05532,RDC02628,26536664,10.18632/oncotarget.5877,,
BIO05533,RDC02628,26536664,10.18632/oncotarget.5877,,
EF02515,RDC02516,23236020,10.2967/jnumed.112.107235,,
EF02516,RDC02516,23236020,10.2967/jnumed.112.107235,,
EF02517,RDC02516,23236020,10.2967/jnumed.112.107235,,
EF02518,RDC02525,25034091,10.2967/jnumed.114.141614,,
EF02519,RDC02526,23139086,10.2967/jnumed.112.107540,,
EF02520,RDC02529,23139086,10.2967/jnumed.112.107540,,
EF02521,RDC02515,24030631,10.1158/1535-7163.MCT-13-0422-T,,
EF02522,RDC02515,24030631,10.1158/1535-7163.MCT-13-0422-T,,
EF02523,RDC02516,26162583,10.1016/j.nucmedbio.2015.06.006,,
EF02524,RDC02516,26162583,10.1016/j.nucmedbio.2015.06.006,,
EF02525,RDC02516,26162583,10.1016/j.nucmedbio.2015.06.006,,
EF02526,RDC02515,24030631,10.1158/1535-7163.MCT-13-0422-T,,
EF02527,RDC02515,24030631,10.1158/1535-7163.MCT-13-0422-T,,
EF02528,RDC02532,33063250,10.1007/s00259-020-04980-y,,
EF02529,RDC02532,33063250,10.1007/s00259-020-04980-y,,
EF02530,RDC02533,33063250,10.1007/s00259-020-04980-y,,
EF02531,RDC02533,33063250,10.1007/s00259-020-04980-y,,
EF02532,RDC02565,34814663,10.1186/s13045-021-01171-6,,
EF02533,RDC02565,34814663,10.1186/s13045-021-01171-6,,
EF02534,RDC02572,35696536,10.1021/acs.molpharmaceut.2c00279,,
EF02535,RDC02573,34026426,10.1002/advs.202001879,,
EF02536,RDC02573,34026426,10.1002/advs.202001879,,
EF02537,RDC02573,34026426,10.1002/advs.202001879,,
EF02538,RDC02573,34026426,10.1002/advs.202001879,,
EF02539,RDC02578,33127621,10.2967/jnumed.120.251983,,
EF02540,RDC02578,33127621,10.2967/jnumed.120.251983,,
EF02541,RDC02578,33127621,10.2967/jnumed.120.251983,,
EF02542,RDC02579,33127621,10.2967/jnumed.120.251983,,
EF02543,RDC02579,33127621,10.2967/jnumed.120.251983,,
EF02544,RDC02579,33127621,10.2967/jnumed.120.251983,,
EF02545,RDC02580,33127621,10.2967/jnumed.120.251983,,
EF02546,RDC02580,33127621,10.2967/jnumed.120.251983,,
EF02547,RDC02580,33127621,10.2967/jnumed.120.251983,,
EF02548,RDC02586,31395601,10.1182/blood-2018-99-119555,,
EF02549,RDC02586,31395601,10.1182/blood-2018-99-119555,,
EF02550,RDC02588,31413916,10.1080/2162402X.2019.1607673,,
EF02551,RDC02588,31413916,10.1080/2162402X.2019.1607673,,
EF02552,RDC02595,38680059,10.1021/acs.molpharmaceut.4c00095,,
EF02553,RDC02595,38680059,10.1021/acs.molpharmaceut.4c00095,,
EF02554,RDC02596,38680059,10.1021/acs.molpharmaceut.4c00095,,
EF02555,RDC02596,38680059,10.1021/acs.molpharmaceut.4c00095,,
EF02556,RDC02611,35895995,10.1021/acs.molpharmaceut.2c00361,,
BIO05543,RDC02632,11385958,10.1089/108497801300189209,,
BIO05544,RDC02632,11385958,10.1089/108497801300189209,,
BIO05545,RDC02635,32826320,10.2967/jnumed.120.246595,,
BIO05546,RDC02635,32826320,10.2967/jnumed.120.246595,,
BIO05547,RDC02637,33811601,10.1007/s12149-021-01607-6,,
BIO05548,RDC02638,29348316,10.2967/jnumed.117.203299,,
BIO05549,RDC02639,29348316,10.2967/jnumed.117.203299,,
BIO05550,RDC02724,29348316,10.2967/jnumed.117.203299,,
BIO05552,RDC02640,29054987,10.1158/1535-7163.MCT-17-0554,,
BIO05553,RDC02641,29054987,10.1158/1535-7163.MCT-17-0554,,
BIO05554,RDC02642,29054987,10.1158/1535-7163.MCT-17-0554,,
BIO05555,RDC02643,29054987,10.1158/1535-7163.MCT-17-0554,,
BIO05556,RDC02643,29054987,10.1158/1535-7163.MCT-17-0554,,
BIO05557,RDC02649,,10.3797/scipharm.0804-07,,
BIO05558,RDC02648,,10.3797/scipharm.0804-07,,
BIO05559,RDC02657,14722680,10.1007/s00259-003-1413-9,,
BIO05563,RDC02674,15815716,10.1038/sj.leu.2403751,,
BIO05564,RDC02675,15815716,10.1038/sj.leu.2403751,,
BIO05565,RDC02678,35967378,10.3389/fimmu.2022.814064,,
BIO05566,RDC02678,35967378,10.3389/fimmu.2022.814064,,
BIO05567,RDC02678,35967378,10.3389/fimmu.2022.814064,,
BIO05568,RDC02678,35967378,10.3389/fimmu.2022.814064,,
BIO05569,RDC02679,35967378,10.3389/fimmu.2022.814064,,
BIO05570,RDC02679,35967378,10.3389/fimmu.2022.814064,,
BIO05571,RDC02679,35967378,10.3389/fimmu.2022.814064,,
BIO05572,RDC02679,35967378,10.3389/fimmu.2022.814064,,
BIO05573,RDC02681,24097872,10.1158/1078-0432.CCR-13-0626,,
BIO05574,RDC02637,40259986,10.3389/fmed.2025.1548132,,
BIO05575,RDC02637,40259986,10.3389/fmed.2025.1548132,,
BIO05576,RDC02637,40259986,10.3389/fmed.2025.1548132,,
BIO05577,RDC02637,40259986,10.3389/fmed.2025.1548132,,
BIO05578,RDC02641,26066665,10.1089/cbr.2015.1836,,
BIO05579,RDC02685,28979315,,,
BIO05580,RDC02688,28196364,10.1159/000452419,,
BIO05581,RDC02688,28196364,10.1159/000452419,,
BIO05582,RDC02689,,10.1524/ract.2011.1826,,
BIO05583,RDC02637,28687602,10.2967/jnumed.117.189597,,
BIO05585,RDC02693,21220126,10.1016/j.nucmedbio.2010.05.010,,
BIO05586,RDC02694,21220126,10.1016/j.nucmedbio.2010.05.010,,
BIO05587,RDC02696,35086952,10.1158/1535-7163.MCT-21-0732,,
BIO05588,RDC02698,37055223,10.2967/jnumed.122.264752,,
BIO05591,RDC02701,20702781,10.1182/blood-2010-05-282327,,
BIO05592,RDC02701,20702781,10.1182/blood-2010-05-282327,,
BIO05593,RDC02701,20702781,10.1182/blood-2010-05-282327,,
BIO05594,RDC02701,20702781,10.1182/blood-2010-05-282327,,
BIO05601,RDC02700,25628467,10.1182/blood-2014-11-612770,,
BIO05602,RDC02685,26997015,10.4103/0971-5916.178593,,
BIO05604,RDC02682,21474325,10.1016/j.apradiso.2011.01.026,,
BIO05606,RDC02711,,10.1182/blood.V124.21.5373.5373,,
BIO05607,RDC02712,37142300,10.2967/jnumed.122.264979,,
BIO05608,RDC02713,37142300,10.2967/jnumed.122.264979,,
BIO05609,RDC02714,37142300,10.2967/jnumed.122.264979,,
BIO05610,RDC02715,37142300,10.2967/jnumed.122.264979,,
EF02557,RDC02617,34777918,10.1080/2162402x.2021.2000699,,
EF02600,RDC02631,11576404,10.1182/blood-2005-11-4327,,
EF02603,RDC02631,16556891,10.1182/blood-2005-11-4327,,
EF02604,RDC02631,11385958,10.1089/108497801300189209,,
EF02605,RDC02640,29076529,10.2967/jnumed.117.203299,,
EF02606,RDC02647,11840264,10.1038/sj.leu.2402320,,
EF02607,RDC02647,11840264,10.1038/sj.leu.2402320,,
EF02608,RDC02646,11840264,10.1038/sj.leu.2402320,,
EF02609,RDC02652,15820762,10.1016/j.nucmedbio.2005.01.003,,
EF02610,RDC02652,15820762,10.1016/j.nucmedbio.2005.01.003,,
EF02611,RDC02668,18593929,10.1158/0008-5472.CAN-08-0037,,
EF02612,RDC02668,18593929,10.1158/0008-5472.CAN-08-0037,,
EF02613,RDC02668,18593929,10.1158/0008-5472.CAN-08-0037,,
EF02614,RDC02668,18593929,10.1158/0008-5472.CAN-08-0037,,
EF02619,RDC02673,15815716,10.1038/sj.leu.2403751,,
EF02620,RDC02673,15815716,10.1038/sj.leu.2403751,,
EF02621,RDC02676,15815716,10.1038/sj.leu.2403751,,
EF02622,RDC02676,15815716,10.1038/sj.leu.2403751,,
EF02623,RDC02687,,10.1182/blood-2018-99-110297,,
EF02624,RDC02687,,10.1182/blood-2018-99-110297,,
EF02625,RDC02687,,10.1182/blood-2018-99-110297,,
EF02626,RDC02687,,10.1182/blood-2018-99-110297,,
EF02627,RDC02687,,10.1182/blood-2018-99-110297,,
EF02628,RDC02687,,10.1182/blood-2018-99-110297,,
EF02629,RDC02687,,10.1182/blood-2018-99-110297,,
EF02630,RDC02690,,10.1182/blood.V128.22.4189.4189,,
EF02631,RDC02690,,10.1182/blood.V128.22.4189.4189,,
EF02632,RDC02690,,10.1182/blood.V128.22.4189.4189,,
EF02633,RDC02697,,10.1182/blood.V126.23.3245.3245,,
EF02634,RDC02697,,10.1182/blood.V126.23.3245.3245,,
EF02635,RDC02698,37055223,10.2967/jnumed.122.264752,,
EF02636,RDC02698,37055223,10.2967/jnumed.122.264752,,
EF02637,RDC02700,,10.1182/blood.V122.21.4415.4415,,
EF02638,RDC02700,,10.1182/blood.V122.21.4415.4415,,
EF02639,RDC02707,25628467,10.1182/blood-2014-11-612770,,
EF02640,RDC02700,25628467,10.1182/blood-2014-11-612770,,
EF02641,RDC02700,25628467,10.1182/blood-2014-11-612770,,
BIO01452,RDC00770,34591481,10.1021/acs.molpharmaceut.1c00566,,
BIO02081,RDC01050,28811971,10.1080/2162402X.2017.1329071,,
BIO04773,RDC01057,33386467,10.1007/s00262-020-02818-y,,
BIO04774,RDC01057,33386467,10.1007/s00262-020-02818-y,,
BIO04775,RDC01057,33386467,10.1007/s00262-020-02818-y,,
BIO04776,RDC01057,33386467,10.1007/s00262-020-02818-y,,
