entity_id,entity_category,name,synonyms,external_id,smiles,structure_image,formula,iupac_name,inchi,inchikey,pubchem_cid,mol2d_path,mol3d_path,molecular_weight,complexity,heavy_atom_count,hbond_acceptors,hbond_donors,rotatable_bonds,logp,tpsa,ligand_type,linker_type,radionuclide_symbol,radionuclide_half_life,radionuclide_emission,radionuclide_energy,radiochemical_method_description,radiochemical_yield,radiochemical_purity,specific_activity,notes,created_at,updated_at
RDC01967,RDC,111In-DTPA-G4-trastuzumab,,,,,,,,,,,,,,,,,,,,,,,,,,"Conjugation of DTPA to G4 dendrimer, then to trastuzumab, followed by labeling with 111In",,97.8±1.9%,23.6 MBq/μg,,,
RDC01968,RDC,111In-DTPA-G4-NLS-trastuzumab,,,,,,,,,,,,,,,,,,,,,,,,,,"Conjugation of DTPA to G4 dendrimer, then to trastuzumab and NLS peptide, followed by labeling with 111In",,97.8±1.9%,23.6 MBq/μg,,,
RDC01970,RDC,99mTc-SOCTA-trastuzumab,,,,,,,,,,,,,,,,,,,,,,,,,,Indirect labeling via glucoheptonate (GH) precursor: 99mTc-GH was prepared and added to SOCTA-trastuzumab.,95 ± 1.7%,95 ± 1.7%,,,,
RDC01971,RDC,99mTc-(HE)3-ZHER2:342-GGGC,,,,,,,,,,,,,,,,,,,,,,,,,,"Labeling using a two-vial kit method with gluconate, EDTA, and SnCl2, incubated at 95°C for 1 h.",>98.2%,>98.2%,3.5 GBq/mmol,,,
RDC01975,RDC,⁶⁸Ga-ZHER2:342-ST-DOTA,,,,,,,,,,,,,,,,,,,,,,,,,,"ZHER2:342-ST conjugated with maleimido-monoamide-DOTA (purified by reversed-phase HPLC), labeled with ⁶⁸Ga (eluted from ⁶⁸Ge/⁶⁸Ga generator) at pH 3.5 (90°C, 15 min), purified by NAP-5 column",31% (non-optimized),0.94,14 GBq/mmol,,,
RDC01976,RDC,⁹⁹ᵐTc-His₆-ZHER2:342-Cys,,,,,,,,,,,,,,,,,,,,,,,,,,"Incubation with ⁹⁹ᵐTc-pertechnetate in freeze-dried kit (sodium glucoheptonate, EDTA, SnCl₂) at 100℃ for 10 min",>90%,93% (HPLC),,,,
RDC01977,RDC,⁹⁹ᵐTc-ZHER2:2395-Cys,,,,,,,,,,,,,,,,,,,,,,,,,,Incubation with ⁹⁹ᵐTc-pertechnetate in freeze-dried kit under argon at 90℃ for 40 min; analyzed by ITLC,>97%,>97% (ITLC),3.5 GBq/mmol,,,
RDC01978,RDC,68Ga-NODAGA-ZHER2-2395,,,,,,,,,,,,,,,,,,,,,,,,,,"Labeling with 68Ga in sodium acetate buffer, pH 3.6, 90°C, 15 min",>95%,0.997,,,,
RDC01825,RDC,68Ga-DOTA-MUT-DS,,,,,,,,,,,,,,,,,,,,,,,,,,"Labeling in NH4OAc buffer, pH 4.5, 75°C, 20 min",35–56% (decay-corrected),>95%,2.65–3.69 MBq/nmol,,,
RDC01980,RDC,99mTc-PEP05352,,,,,,,,,,,,,,,,,,,,,,,,,,Labeling with 99mTc using glucoheptonate kit,>98%,>98%,~7 GBq/μmol,,,
RDC01981,RDC,111In-PEP05541,,,,,,,,,,,,,,,,,,,,,,,,,,Labeling with 111In via DOTA,>98%,>98%,7 GBq/μmol,,,
RDC01982,RDC,111In-MMA-NOTA-Cys61-ZHER2:2395,,,,,,,,,,,,,,,,,,,,,,,,,,"Site-specific labeling via cysteine with MMA-NOTA, then with 111In",>95% after 20 min at 60°C,High (96.2% after EDTA challenge),14.5 GBq/μmol,,,
RDC01983,RDC,111In-MMA-DOTA-Cys61-ZHER2:2395,,,,,,,,,,,,,,,,,,,,,,,,,,"Site-specific labeling via cysteine with MMA-DOTA, then with 111In",,,,,,
RDC02000,RDC,[111In]In-RM1,,,,,,,,,,,,,,,,,,,,,,,,,,"95°C, 30 min, sodium acetate buffer (pH 5.0)",≥95%,≥95%,30 GBq/µmol,,,
RDC02001,RDC,[68Ga]Ga-RM1,,,,,,,,,,,,,,,,,,,,,,,,,,"Microwave, 95°C, 5 min, HEPES buffer (pH 3.6-3.9)",≥95%,≥95%,18 GBq/µmol,,,
RDC02003,RDC,[68Ga]Ga-24,,,,,,,,,,,,,,,,,,,,,,,,,,"68Ga³⁺, pH 3.5–4.0, 45°C, 10 min",95–99%,95–99%,10–46 GBq/µmol,,,
RDC02004,RDC,[68Ga]Ga-NOTA-P2-RM26,,,,,,,,,,,,,,,,,,,,,,,,,,"68Ga: 75°C, 10 min, pH 4.2–4.6",>98%,>98%,20  GBq/μmol,,,
RDC02005,RDC,[111In]In-NOTA-P2-RM26,,,,,,,,,,,,,,,,,,,,,,,,,,"111In: 75°C, 30 min, pH 5.5",>98%,>98%,6  GBq/μmol,,,
RDC02006,RDC,[177Lu]Lu-NeoB,,,,,,,,,,,,,,,,,,,,,,,,,,"90°C, 20 min, sodium acetate buffer, antiradicals",>98%,>98%,20 MBq/nmol,,,
RDC02007,RDC,­[177Lu]Lu-RM2,,,,,,,,,,,,,,,,,,,,,,,,,,"90°C, 20 min, sodium acetate buffer, antiradicals",>97%,>97%,20 MBq/nmol,,,
RDC02008,RDC,[177Lu]Lu-AMBA,,,,,,,,,,,,,,,,,,,,,,,,,,"90°C, 30 min, ammonium acetate buffer (pH 5.5), sodium ascorbate, HCl (pH 4.7), selenomethionine",>95%,>95%,24 MBq/nmol,,,
RDC02007,RDC,[177Lu]Lu-RM2,,,,,,,,,,,,,,,,,,,,,,,,,,"90°C, 30 min, ammonium acetate buffer (pH 5.5), sodium ascorbate",>95%,>95%,24 MBq/nmol,,,
RDC02009,RDC,[68Ga]Ga-NOTA-PEG2-[Sar11]RM26,,,,,,,,,,,,,,,,,,,,,,,,,,"Labeling in sodium acetate buffer, 85°C, 15 min",>95%,>95%,,,,
RDC02010,RDC,[68Ga]Ga-NODAGA-PEG2-[Sar11]RM26,,,,,,,,,,,,,,,,,,,,,,,,,,"Labeling in sodium acetate buffer, 85°C, 15 min",>95%,>95%,,,,
RDC02011,RDC,[67Cu]Cu-SAR-BBN,,,,,,,,,,,,,,,,,,,,,,,,,,"Labeling with ⁶⁷CuCl₂ in NH₄OAc buffer, pH 5.5, 40°C, 20 min",>95%,>95%,30 MBq/nmol,,,
RDC02012,RDC,[68Ga]Ga-ProBOMB2,,,,,,,,,,,,,,,,,,,,,,,,,,"Radiolabeling with ⁶⁸GaCl₃ , purified by radio-HPLC",45.5% ± 29.9%,>95%,139.86 ± 70.67 GBq/μmol,,,
RDC02013,RDC,[177Lu]Lu-ProBOMB2,,,,,,,,,,,,,,,,,,,,,,,,,,"Radiolabeling with  ¹⁷⁷LuCl₃, purified by radio-HPLC",45.5% ± 4.4%,>99%,421.8 ± 5.2 GBq/μmol,,,
RDC02014,RDC,[99mTc]Tc-HYNIC-RM2,,,,,,,,,,,,,,,,,,,,,,,,,,"Radiolabeling with ⁹⁹mTc using EDDA/tricine as co-ligands, SnCl₂ as reducing agent, 15 min at 100°C",96.2 ± 0.7%,>95%,31.5 ± 7.41 GBq/μmol,,,
RDC02015,RDC,[99mTc]Tc-maSSS-PEG2-RM26,,,,,,,,,,,,,,,,,,,,,,,,,,One-pot single-step labeling with 99mTcO4− at 90°C for 60 min,>97%,>97%,16–24  MBq/nmol,,,
RDC02016,RDC,[¹¹¹In]In-AU-SAR-M1,,,,,,,,,,,,,,,,,,,,,,,,,,"Labeling with ¹¹¹InCl₃ in NH₄OAc buffer (pH 5.5) with ascorbic acid, 85°C for 30 min",>97%,91.3 ± 0.8%,,,,
RDC02017,RDC,[68Ga]Ga-NODIA-Me-Ahx-JMV594,,,,,,,,,,,,,,,,,,,,,,,,,,"Labeling with ⁶⁸GaCl₃ in sodium acetate buffer (pH 4.0), 95°C for 10 min, purified via C18 cartridge",>95%,>98%,17.2 ± 0.8  MBq/nmol,,,
RDC02018,RDC,[68Ga]Ga-Dar-P2-RM26,,,,,,,,,,,,,,,,,,,,,,,,,,"Labeling at room temperature, purified with C18 Sep-Pak",>90%,>95%,,,,
RDC02019,RDC,[68Ga]Ga-Dar-C5-P2-RM26,,,,,,,,,,,,,,,,,,,,,,,,,,"Labeling at room temperature, purified with C18 Sep-Pak",>90%,>95%,,,,
RDC02020,RDC,[68Ga]Ga-NODAGA-AMBA,,,,,,,,,,,,,,,,,,,,,,,,,,"Labeling at 95°C for 5 min, purified with Oasis HLB cartridge",,>98%,20  GBq/µmol,,,
RDC02021,RDC,[44Sc]Sc-NODAGA-AMBA,,,,,,,,,,,,,,,,,,,,,,,,,,"Labeling at 95°C for 15 min, purified with C18 Sep-Pak",,>98%,20  GBq/µmol,,,
RDC02022,RDC,[68Ga]Ga-BQ7812,,,,,,,,,,,,,,,,,,,,,,,,,,"Labeling at 85-90°C for 10-12 min in sodium acetate buffer, no purification needed",97-99%,>95%,,,,
RDC02023,RDC,[68Ga]Ga-JMV 7266,,,,,,,,,,,,,,,,,,,,,,,,,,"Automated cassette (FastLab), microwave, 90°C, 5 min, Sep-Pak C18 purification",44.4 ± 6.3%,>95%,21 ± 10 GBq/µmol,,,
RDC02024,RDC,[212Pb]Pb-DOTAM-GRPR1,,,,,,,,,,,,,,,,,,,,,,,,,,"²¹²Pb in ammonium acetate with DOTAM-GRPR1 containing 5% ethanol, 30 mM ascorbic acid, 0.02% polysorbate 80 and reacted at room temperature or 50°C for 10 min",,>95%,,,,
RDC02025,RDC,[68Ga]Ga-TacsBOMB2,,,,,,,,,,,,,,,,,,,,,,,,,,⁶⁸Ga labeling followed by HPLC purification,,>95%,,,,
RDC02026,RDC,[68Ga]Ga-TacsBOMB3,,,,,,,,,,,,,,,,,,,,,,,,,,⁶⁸Ga labeling followed by HPLC purification,,>95%,,,,
RDC02027,RDC,[68Ga]Ga-TacsBOMB5,,,,,,,,,,,,,,,,,,,,,,,,,,⁶⁸Ga labeling followed by HPLC purification,,>95%,,,,
RDC02028,RDC,[68Ga]Ga-TacsBOMB6,,,,,,,,,,,,,,,,,,,,,,,,,,⁶⁸Ga labeling followed by HPLC purification,,>95%,,,,
RDC02030,RDC,[¹⁷⁷Lu]Lu-27,,,,,,,,,,,,,,,,,,,,,,,,,,"85°C, 30 min, sodium acetate buffer pH 5.0",99.8 ± 0.1%,97.1 ± 0.2%,,,,
RDC02035,RDC,[111In]In-AU-RM26-M2,,,,,,,,,,,,,,,,,,,,,,,,,,"85°C, 30 min, ammonium acetate buffer (0.2 M, pH 5.5), ascorbic acid",97±3%,93±3%,,,,
RDC02036,RDC,[111In]In-AU-RM26-M3,,,,,,,,,,,,,,,,,,,,,,,,,,"85°C, 30 min, ammonium acetate buffer (0.2 M, pH 5.5), ascorbic acid",98±2%,96.1±0.8%,,,,
RDC02037,RDC,[111In]In-AU-RM26-M4,,,,,,,,,,,,,,,,,,,,,,,,,,"85°C, 30 min, ammonium acetate buffer (0.2 M, pH 5.5), ascorbic acid",99±1%,94±2%,,,,
RDC02038,RDC,[99mTc]Tc-DT11,,,,,,,,,,,,,,,,,,,,,,,,,,SnCl2 reduction in alkaline medium with citrate,>98%,>98%,25–80  MBq/nmol,,,
RDC02039,RDC,[99mTc]Tc-HYNIC-PEG4-GB-6,,,,,,,,,,,,,,,,,,,,,,,,,,"HYNIC conjugated peptide labeled with ⁹⁹mTc using tricine and TPPTS as co-ligands, heated at 100°C for 15 min.",>95%,>95%,1.01  GBq/µmol,,,
RDC02040,RDC,[99mTc]Tc-HYNIC-PEG4-BBN7−14,,,,,,,,,,,,,,,,,,,,,,,,,,"HYNIC conjugated peptide labeled with ⁹⁹mTc using tricine and TPPTS as co-ligands, heated at 100°C for 15 min.",>95%,>95%,0.84  GBq/µmol,,,
RDC02041,RDC,[177Lu]Lu-AMTG,,,,,,,,,,,,,,,,,,,,,,,,,,"Manual radiolabeling using AMTG precursor and [¹⁷⁷Lu]LuCl₃, performed under GMP.",>98%,>98%,67 ± 3 GBq/µmol,,,
RDC02042,RDC,[111In]In-AMTG-DA1,,,,,,,,,,,,,,,,,,,,,,,,,,"Incubation of precursor with [¹¹¹In]InCl₃ in MES buffer, purified by RP-HPLC",0.672,>95%,,,,
RDC02043,RDC,[113mIn]In-AMBA,,,,,,,,,,,,,,,,,,,,,,,,,,"[¹¹³ᵐIn]InCl₃ in acetate buffer (pH 3.5) with 30 µg AMBA, heated at 95°C for 10 min, purified via C18 Sep-Pak cartridge",,>98%,15.6 TBq/mmol,,,
RDC02044,RDC,[177Lu]Lu-AU-SAR-M1,,,,,,,,,,,,,,,,,,,,,,,,,,Heating at 85°C for 30 min in NH₄Ac buffer with ascorbic acid,>98%,>95%,24.4 MBq/nmol,,,
RDC02006,RDC,[177Lu]Lu‑NeoB,,,,,,,,,,,,,,,,,,,,,,,,,,"Labeling with lutetium-177 (LuMark, IDB Holland) with molar activity of 100 MBq/nmol",>90%,>88%,100 MBq/nmol,,,
RDC02051,RDC,[68Ga]Ga-3,,,,,,,,,,,,,,,,,,,,,,,,,,"HEPES buffer, pH 4.0, 95°C, 30 min",>90%,>95%,,,,
RDC02052,RDC,[99mTc]Tc-N4-asp-[Bta8]MJ9,,,,,,,,,,,,,,,,,,,,,,,,,,"SnCl₂ reduction, 90°C, 10 min",>95%,>95%,33 ± 4 GBq/μmol,,,
RDC02053,RDC,[99mTc]Tc-N4-asp-MJ9,,,,,,,,,,,,,,,,,,,,,,,,,,"SnCl₂ reduction, 90°C, 10 min",>95%,>95%,33 ± 4 GBq/μmol,,,
RDC02054,RDC,[99mTc]Tc-N4-[Hse7]MJ9,,,,,,,,,,,,,,,,,,,,,,,,,,"SnCl₂ reduction, 90°C, 10 min",>95%,>95%,33 ± 4 GBq/μmol,,,
RDC02055,RDC,[99mTc]Tc-N4-[α-Me-Trp8]MJ9,,,,,,,,,,,,,,,,,,,,,,,,,,"SnCl₂ reduction, 90°C, 10 min",>95%,>95%,33 ± 4 GBq/μmol,,,
RDC02056,RDC,[177Lu]Lu-TacsBOMB5,,,,,,,,,,,,,,,,,,,,,,,,,,"¹⁷⁷LuCl₃, NaOAc buffer (pH 4.5), 95°C, 15 min, HPLC purification",24-62%,>91%,165~348 GBq/μmol,,,
RDC02057,RDC,[177Lu]Lu-LW01110,,,,,,,,,,,,,,,,,,,,,,,,,,"¹⁷⁷LuCl₃, NaOAc buffer (pH 4.5), 95°C, 15 min, HPLC purification",24-62%,>91%,165~348 GBq/μmol,,,
RDC02058,RDC,[177Lu]Lu-LW01142,,,,,,,,,,,,,,,,,,,,,,,,,,"¹⁷⁷LuCl₃, NaOAc buffer (pH 4.5), 95°C, 15 min, HPLC purification",24-62%,>91%,165~348 GBq/μmol,,,
RDC02008,RDC,[177Lu]Lu-AMBA,,,,,,,,,,,,,,,,,,,,,,,,,,"¹⁷⁷LuCl₃, NaOAc buffer (pH 4.5), 95°C, 15 min, HPLC purification",24-62%,>91%,165~348 GBq/μmol,,,
RDC02060,RDC,[77As]As-trithiol-Ser-Ser-RM2,,,,,,,,,,,,,,,,,,,,,,,,,,"No-carrier-added 77As from 76 Ge irradiation, reduced with mercaptoacetate, transchelated with trithiol-RM2",0.85,>90%,3 MBq/pmol,,,
RDC02061,RDC,[77As]As-trithiol-Glu-Ser-RM2,,,,,,,,,,,,,,,,,,,,,,,,,,"No-carrier-added 77As from 76 Ge irradiation, reduced with mercaptoacetate, transchelated with trithiol-RM2",0.9,>90%,3 MBq/pmol,,,
RDC02062,RDC,[68Ga]Ga-ProBOMB5,,,,,,,,,,,,,,,,,,,,,,,,,,"The 68Ga labeling were conducted in HEPES (2 M, pH 5.0) buffer and acetate (0.1 M, pH 4.5) buffer",24–57%,>92%,105 GBq/μmol,,,
RDC02063,RDC,[68Ga]Ga-LW02056,,,,,,,,,,,,,,,,,,,,,,,,,,"The 68Ga labeling were conducted in HEPES (2 M, pH 5.0) buffer and acetate (0.1 M, pH 4.5) buffer",24–57%,>92%,105 GBq/μmol,,,
RDC02064,RDC,[68Ga]Ga-LW02057,,,,,,,,,,,,,,,,,,,,,,,,,,"The 68Ga labeling were conducted in HEPES (2 M, pH 5.0) buffer and acetate (0.1 M, pH 4.5) buffer",24–57%,>92%,105 GBq/μmol,,,
RDC02065,RDC,[177Lu]Lu-ProBOMB5,,,,,,,,,,,,,,,,,,,,,,,,,,"The 177Lu labeling were conducted in HEPES (2 M, pH 5.0) buffer and acetate (0.1 M, pH 4.5) buffer",24–57%,>95%,143 GBq/μmol,,,
RDC02066,RDC,[68Ga]Ga-SB3,,,,,,,,,,,,,,,,,,,,,,,,,,"Microwave heating (100°C, 1 min) in HEPES buffer (pH 5.0), HPLC purification",36–59%,>97%,114 GBq/μmol,,,
RDC02067,RDC,[68Ga]Ga-LW02075,,,,,,,,,,,,,,,,,,,,,,,,,,"Microwave heating (100°C, 1 min) in HEPES buffer (pH 5.0), HPLC purification",36–59%,>97%,114 GBq/μmol,,,
RDC02068,RDC,[68Ga]Ga-LW02050,,,,,,,,,,,,,,,,,,,,,,,,,,"Microwave heating (100°C, 1 min) in HEPES buffer (pH 5.0), HPLC purification",36–59%,>97%,114 GBq/μmol,,,
RDC02069,RDC,[68Ga]Ga-NeoBOMB1,,,,,,,,,,,,,,,,,,,,,,,,,,"Kit-based preparation using ⁶⁸Ge/⁶⁸Ga generator, ITLC",,,,,,
RDC02006,RDC,[177Lu]Lu-NeoB,,,,,,,,,,,,,,,,,,,,,,,,,,"Heating at 95°C for 7 min in acetate buffer with gentisic acid, ascorbic acid, Kolliphor HS 15, DTPA",>85%,>85%,100 MBq/nmol,,,
RDC02070,RDC,[111In]In-RM2,,,,,,,,,,,,,,,,,,,,,,,,,,Heating with RM2 in acetate buffer (pH 4-4.5) at 95°C for 10-20 min,,≥95%,13.7~24.7 MBq/nmol,,,
RDC02075,RDC,[99mTc]Tc-iPSMA-BN,,,,,,,,,,,,,,,,,,,,,,,,,,GMP conditions using tricine/EDDA as co-ligand and heating at 95°C for 10 minutes,>95%,97 ± 1%,,,,
RDC02079,RDC,Tc-99m-KGC-AEEA-RM26,,,,,,,,,,,,,,,,,,,,,,,,,,"Na[99mTcO4], SnCl2, glucoheptonate, peptide, 293–373 K, 15 min",>90%,>90%,,,,
RDC02080,RDC,Tc-99m-MAG3-AEEA-RM26,,,,,,,,,,,,,,,,,,,,,,,,,,"Na[99mTcO4], SnCl2, glucoheptonate, peptide, 293–373 K, 15 min",>90% (at 373 K),>90%,,,,
RDC02081,RDC,[177Lu]1,,,,,,,,,,,,,,,,,,,,,,,,,,"[177Lu]LuCl3, NH4OAc buffer, pH 5.0, 95°C, 30 min",>95%,>95%,2.9–18.5 GBq/μmol,,,
RDC02082,RDC,[177Lu]2,,,,,,,,,,,,,,,,,,,,,,,,,,"[177Lu]LuCl3, NH4OAc buffer, pH 5.0, 95°C, 31 min",>95%,>95%,2.9–18.6 GBq/μmol,,,
RDC02083,RDC,[177Lu]3,,,,,,,,,,,,,,,,,,,,,,,,,,"[177Lu]LuCl3, NH4OAc buffer, pH 5.0, 95°C, 32 min",>95%,>95%,2.9–18.7 GBq/μmol,,,
RDC02084,RDC,[177Lu]4,,,,,,,,,,,,,,,,,,,,,,,,,,"[177Lu]LuCl3, NH4OAc buffer, pH 5.0, 95°C, 33 min",>95%,>95%,2.9–18.8 GBq/μmol,,,
RDC02085,RDC,[177Lu]5,,,,,,,,,,,,,,,,,,,,,,,,,,"[177Lu]LuCl3, NH4OAc buffer, pH 5.0, 95°C, 34 min",>95%,>95%,2.9–18.9 GBq/μmol,,,
RDC02086,RDC,[177Lu]6,,,,,,,,,,,,,,,,,,,,,,,,,,"[177Lu]LuCl3, NH4OAc buffer, pH 5.0, 95°C, 35 min",>95%,>95%,2.9–18.10 GBq/μmol,,,
RDC02087,RDC,[177Lu]7,,,,,,,,,,,,,,,,,,,,,,,,,,"[177Lu]LuCl3, NH4OAc buffer, pH 5.0, 95°C, 36 min",>95%,>95%,2.9–18.11 GBq/μmol,,,
RDC02091,RDC,68Ga-HE₂,,,,,,,,,,,,,,,,,,,,,,,,,,,>99%,>99%,,,,
RDC02092,RDC,177Lu-SB3,,,,,,,,,,,,,,,,,,,,,,,,,,,>96%,>99%,37 MBq/nmol,,,
RDC02004,RDC,[⁶⁴Cu]Cu-NOTA-PEG₂-RM26,,,,,,,,,,,,,,,,,,,,,,,,,,,>98%,>98%,4–40 MBq/nmol,,,
RDC02094,RDC,[⁶⁴Cu]Cu-NODAGA-PEG₂-RM26,,,,,,,,,,,,,,,,,,,,,,,,,,,>98%,>98%,4–40 MBq/nmol,,,
RDC02095,RDC,[⁵⁷Co]Co-NOTA-PEG₂-RM26,,,,,,,,,,,,,,,,,,,,,,,,,,,>98%,>98%,,,,
RDC02096,RDC,[⁵⁷Co]Co-NODAGA-PEG₂-RM26,,,,,,,,,,,,,,,,,,,,,,,,,,,>98%,>98%,,,,
RDC02098,RDC,[¹¹¹In]In-DOTA-PEG₂-RM26,,,,,,,,,,,,,,,,,,,,,,,,,,"Labeling in ammonium acetate buffer, 85°C, 30 min",>95%,1,,,,
RDC02099,RDC,[⁶⁸Ga]Ga-9,,,,,,,,,,,,,,,,,,,,,,,,,,"⁶⁸Ga-labeling at 37°C, 10 min, pH 3.5-4.0",>97%,>97%,46~53 GBq/μmol,,,
RDC02100,RDC,[⁶⁸Ga]Ga-10,,,,,,,,,,,,,,,,,,,,,,,,,,"⁶⁸Ga-labeling at 37°C, 10 min, pH 3.5-4.1",>97%,>97%,46~54 GBq/μmol,,,
RDC02101,RDC,[⁶⁸Ga]Ga-11,,,,,,,,,,,,,,,,,,,,,,,,,,"⁶⁸Ga-labeling at 37°C, 10 min, pH 3.5-4.2",>97%,>97%,46~55 GBq/μmol,,,
RDC02102,RDC,[⁶⁸Ga]Ga-NODA-GA-PESIN,,,,,,,,,,,,,,,,,,,,,,,,,,"⁶⁸Ga-labeling at 37°C, 10 min, pH 3.5-4.3",>97%,>97%,46~56 GBq/μmol,,,
RDC02103,RDC,[⁶⁸Ga]Ga-NODA-GA-PACAP-27,,,,,,,,,,,,,,,,,,,,,,,,,,"⁶⁸Ga-labeling at 37°C, 10 min, pH 3.5-4.4",>97%,>97%,46~57 GBq/μmol,,,
RDC02104,RDC,[¹¹¹In]SB3,,,,,,,,,,,,,,,,,,,,,,,,,,"Labeling with ¹¹¹In in sodium acetate buffer, pH 4–4.5, with ascorbic acid, gentisic acid, methionine; heated 15 min at 80°C",>90%,>90%,12.5 or 125 MBq/nmol,,,
RDC02105,RDC,177Lu-DOTA-PEG4-[Nle14]BBN(7-14),,,,,,,,,,,,,,,,,,,,,,,,,,"85°C, 15 min, acetate buffer",>98%,>98%,37 MBq/nmol,,,
RDC02069,RDC,⁶⁸Ga-NeoBOMB1,,,,,,,,,,,,,,,,,,,,,,,,,,"Kit-based, 85°C, 7 min",,>95%,,,,
RDC02107,RDC,¹⁷⁷Lu-NeoBOMB1,,,,,,,,,,,,,,,,,,,,,,,,,,"Kit-based, 85°C, 20 min",,>95%,,,,
RDC02108,RDC,[111In]JMV4705,,,,,,,,,,,,,,,,,,,,,,,,,,"Heating with 111InCl3, 20 min, 90°C",>95%,>95%,4~7 MBq/nmol,,,
RDC02109,RDC,[111In]JMV4168,,,,,,,,,,,,,,,,,,,,,,,,,,"Heating with 111InCl3, 20 min, 90°C",>95%,>95%,4~7 MBq/nmol,,,
RDC02110,RDC,[111In]JMV4706,,,,,,,,,,,,,,,,,,,,,,,,,,"Heating with 111InCl3, 20 min, 90°C",>95%,>95%,4~7 MBq/nmol,,,
RDC02069,RDC,[68Ga]NeoBOMB1,,,,,,,,,,,,,,,,,,,,,,,,,,Labeling with 68Ga,>95%,>95%,,,,
RDC02112,RDC,[111In]NeoBOMB1,,,,,,,,,,,,,,,,,,,,,,,,,,Labeling with 111In,>95%,>95%,,,,
RDC02107,RDC,[177Lu]NeoBOMB1,,,,,,,,,,,,,,,,,,,,,,,,,,Labeling with 177Lu,>95%,>95%,,,,
RDC02114,RDC,[177Lu]RM1,,,,,,,,,,,,,,,,,,,,,,,,,,"Heating with 177LuCl3, 95°C, 20-30 min",>99%,>99%,699.3 GBq/mmol,,,
RDC02115,RDC,[DUPA-6-Ahx-(¹¹¹In-DO3A)-8-Aoc-BBN ANT],,,,,,,,,,,,,,,,,,,,,,,,,,"0.4 M NH₄OAc, 70°C, 40 min, pH=4.0",High,≥98%,45  Ci/μmol,,,
RDC02116,RDC,[DUPA-6-Ahx-(¹⁷⁷Lu-DO3A)-8-Aoc-BBN ANT],,,,,,,,,,,,,,,,,,,,,,,,,,"0.4 M NH₄OAc, 70°C, 40 min, pH=4.0",High,≥98%,19  Ci/μmol,,,
RDC02117,RDC,¹¹¹In-SB9,,,,,,,,,,,,,,,,,,,,,,,,,,"Labeling with ¹¹¹InCl₃, 90°C, 30 min, acetate buffer pH 4.6",>98%,>96%,3.7–7.4 MBq/nmol,,,
RDC02118,RDC,¹¹¹In-AMBA,,,,,,,,,,,,,,,,,,,,,,,,,,"Labeling with ¹¹¹InCl₃, 90°C, 30 min, acetate buffer pH 4.6, with D,L-methionine",>98%,>96%,3.7–7.4 MBq/nmol,,,
RDC02119,RDC,"99m
 Tc-SARNC1",,,,,,,,,,,,,,,,,,,,,,,,,,"Labeling with 99mTcO4−4​ and SnCl2​ in citrate buffer, 30 min, alkaline medium",>98%,>95%,18.5–37 MBq/nmol,,,
RDC02120,RDC,99mTc-SARNC2,,,,,,,,,,,,,,,,,,,,,,,,,,"Labeling with 99mTcO4−4​ and SnCl2​ in citrate buffer, 30 min, alkaline medium",>98%,>98%,18.5–37 MBq/nmol,,,
RDC02121,RDC,99mTc-SARNC3,,,,,,,,,,,,,,,,,,,,,,,,,,"Labeling with 99mTcO4−4​ and SnCl2​ in citrate buffer, 30 min, alkaline medium",>98%,>99%,18.5–37 MBq/nmol,,,
RDC02122,RDC,99mTc-SARNC4,,,,,,,,,,,,,,,,,,,,,,,,,,"Labeling with 99mTcO4−4​ and SnCl2​ in citrate buffer, 30 min, alkaline medium",>98%,>98%,18.5–37 MBq/nmol,,,
RDC02123,RDC,99mTc-SARNC5,,,,,,,,,,,,,,,,,,,,,,,,,,"Labeling with 99mTcO4−4​ and SnCl2​ in citrate buffer, 30 min, alkaline medium",>98%,>98%,18.5–37 MBq/nmol,,,
RDC02124,RDC,99mTc-SARNC6,,,,,,,,,,,,,,,,,,,,,,,,,,"Labeling with 99mTcO4−4​ and SnCl2​ in citrate buffer, 30 min, alkaline medium",>98%,>99%,18.5–37 MBq/nmol,,,
RDC02127,RDC,[¹¹¹In]DOTA-GRP(13–27),,,,,,,,,,,,,,,,,,,,,,,,,,"Labeling with ¹¹¹InCl₃ in acetate buffer, pH 4.6, 90°C, 20 min, with Met to prevent oxidation",>98%,>96%,3.7–7.4 MBq/nmol,,,
RDC02006,RDC,[177Lu]Lu-NeoB,,,,,,,,,,,,,,,,,,,,,,,,,,"Incubation of NeoB with 
177
177
 LuCl₃ at 95°C for 7 min",>98%,>98%,,,,
RDC02104,RDC,¹¹¹In-SB3,,,,,,,,,,,,,,,,,,,,,,,,,,"Labeling with ¹¹¹InCl₃ in acetate buffer pH 4.6, 85°C, 20 min",>98%,>99%,3.7–7.4 MBq/nmol,,,
RDC02133,RDC,¹¹¹In-NOTA-PEG₂-RM26,,,,,,,,,,,,,,,,,,,,,,,,,,"Labeling in ammonium acetate buffer, 90°C, 10 min",98.5 ± 0.5%,100% after HLB purification,,,,
RDC02134,RDC,GB-6-HYNIC-⁹⁹ᵐTc,,,,,,,,,,,,,,,,,,,,,,,,,,⁹⁹ᵐTc labeling with tricine/TPPTS,,≥95%,,,,
