drug_id,external_id,drug_name,drug_synonyms,status,Type,main_pubmed,main_doi,smiles,structure_image,chebi_id,pubchem_cid,pubchem_sid,MOA,notes,created_at,updated_at,,,,,,,,,,,,,,
RDC01696,,[177Lu]Lu-@Fe3O4-CEPA,177Lu-@Fe3O4-CEPA ,Preclinical ,treatment,32106568,10.3390/molecules25051025,,,,,,"[177Lu]Lu-@Fe₃O₄-CEPA is a radioactive nanocomposite consisting of the radionuclide Actinium-225 (225Ac) loaded onto CEPA-modified Fe₃O₄ magnetic nanoparticles, used for targeted alpha therapy (TAT) or as an intermediate for constructing targeted radiopharmaceuticals.",,,,,,,,,,,,,,,,,
RDC01697,,[89Zr]Zr-DFO-trastuzumab,89Zr-DFO-trastuzumab,Preclinical ,diagnosis, 31285769,10.7150/thno.32883,,,,,,"[89Zr]Zr-DFO-trastuzumab is a radioimmunoconjugate consisting of the radionuclide Zirconium-89 (89Zr) labeled onto Trastuzumab, specifically targeting HER2 receptors for the PET imaging diagnosis of HER2-positive tumors.",,,,,,,,,,,,,,,,,
RDC01698,,[89Zr]Zr-DFO-lgG1,89Zr-DFO-lgG1,Preclinical ,diagnosis, 31285769,10.7150/thno.32883,,,,,,"[89Zr]Zr-DFO-IgG1 is a radioimmunoconjugate consisting of the radionuclide Zirconium-89 (89Zr) labeled onto a non-specific IgG1 immunoglobulin (often used as a control), utilized in PET imaging studies to evaluate non-specific accumulation or as a reference for targeted antibodies.",,,,,,,,,,,,,,,,,
RDC01699,,[64Cu]Cu-NOTA-Bn-SCN-2-methyl-2-phenethyl-2H-benzopyran,64Cu-NOTA-Bn-SCN-2-methyl-2-phenethyl-2H-benzopyran,Preclinical ,treatment and diagnosis,,10.1039/c9nj02893e,,,,,,"[64Cu]Cu-NOTA-Bn-SCN-2-methyl-2-phenethyl-2H-benzopyran is a radiotracer consisting of the radionuclide Copper-64 (64Cu) labeled onto a 2-methyl-2-phenethyl-2H-benzopyran derivative, used for PET imaging diagnosis of specific biological targets.",,,,,,,,,,,,,,,,,
RDC01700,,[64Cu]Cu-NOTA-Bn-SCN-2-methyl-2-phenethyl-2H-benzopyran,64Cu-NOTA-Bn-SCN-2-methyl-2-phenethyl-2H-benzopyran,Preclinical ,treatment and diagnosis,,10.1039/c9nj02893e,,,,,,"[64Cu]Cu-NOTA-Bn-SCN-2-methyl-2-phenethyl-2H-benzopyran is a radiotracer consisting of the radionuclide Copper-64 (64Cu) labeled onto a 2-methyl-2-phenethyl-2H-benzopyran derivative, typically used for PET imaging to monitor reactive oxygen species (ROS) levels or specific enzyme activities in the tumor microenvironment.",,,,,,,,,,,,,,,,,
RDC01701,,[177Lu]Lu-CHX-A-DTPA-F(ab‘)2-trastuzumab,177Lu-CHX-A-DTPA-F(ab‘)2-trastuzumab,Preclinical ,treatment,32196365,10.1089/cbr.2019.2882,,,,,,"[177Lu]Lu-CHX-A''-DTPA-F(ab')2-trastuzumab is a radioimmunoconjugate consisting of the radionuclide Lutetium-177 (177Lu) labeled  onto the F(ab')2 fragment of trastuzumab, specifically targeting HER2 receptors for the radionuclide therapy or SPECT imaging diagnosis of HER2-positive tumors.",,,,,,,,,,,,,,,,,
RDC01702,,[64Cu]Cu-NOTA - trastuzumab,64Cu-NOTA - trastuzumab,Preclinical ,diagnosis,30573641,10.2967/jnumed.118.220905,,,,,,"[64Cu]Cu-NOTA-trastuzumab is a radioimmunoconjugate consisting of the radionuclide Copper-64 (64Cu) labeled onto Trastuzumab, specifically targeting HER2 receptors for the PET imaging diagnosis of HER2-positive tumors.",,,,,,,,,,,,,,,,,
RDC01703,,[64Cu]Cu-NOTA-trastuzumab,64Cu-NOTA-trastuzumab,Preclinical ,diagnosis,29777007,10.2967/jnumed.118.210294,,,,,,"[64Cu]Cu-NOTA-trastuzumab is a radioimmunoconjugate consisting of the radionuclide Copper-64 (64Cu) labeled onto Trastuzumab, specifically targeting HER2 receptors for the PET imaging diagnosis of HER2-positive tumors.",,,,,,,,,,,,,,,,,
RDC01704,,[111In]In−IgG,111In−IgG,Preclinical ,diagnosis,30825614,10.1016/j.nucmedbio.2019.01.010,,,,,,"[111In]In-IgG is a radiopharmaceutical consisting of the radionuclide Indium-111 (111In) labeled onto non-specific immunoglobulin G (IgG), commonly used for detecting inflammation and infection sites or as a control tracer for evaluating non-specific antibody uptake in cancer research.",,,,,,,,,,,,,,,,,
RDC01707,,[99mTc]Tc(CO)₃-929-H6,99mTc(CO)₃-929-H6,Preclinical ,diagnosis,30608701,10.1021/acs.molpharmaceut.8b00922,,,,,,"[99mTc]Tc(CO)3-929-H6 is a radiopharmaceutical consisting of the radionuclide Technetium-99m (99mTc) labeled via the tricarbonyl core [Tc(CO)3]+ onto the hexahistidine-tagged (H6) 929-H6 (a HER2-specific nanobody), used for the SPECT imaging diagnosis of HER2-positive tumors.",,,,,,,,,,,,,,,,,
RDC01708,,[99mTc]Tc(CO)₃-G3-H₆,99mTc(CO)₃-G3-H₆,Preclinical ,diagnosis,30608701,10.1021/acs.molpharmaceut.8b00922,,,,,,"[99mTc]Tc(CO)3-G3-H6 is a radiopharmaceutical consisting of the radionuclide Technetium-99m (99mTc) labeled via the tricarbonyl core [Tc(CO)3]+ onto the hexahistidine-tagged (H6) G3-H6 (a HER2-specific nanobody or affibody), used for the SPECT imaging diagnosis of HER2-positive tumors.",,,,,,,,,,,,,,,,,
RDC01710,,[177Lu]Lu-DOTA-F(ab′)2trastuzumab,177Lu-DOTA-F(ab′)2trastuzumab,Preclinical ,treatment and diagnosis,,10.1016/j.jrras.2016.07.001,,,,,,"[177Lu]Lu-DOTA-F(ab')2-trastuzumab is a radioimmunoconjugate consisting of the radionuclide Lutetium-177 (177Lu) labeled onto the F(ab')2 fragment of trastuzumab. It specifically targets HER2 receptors and is primarily used for radionuclide therapy of HER2-positive tumors, while also being suitable for SPECT imaging.",,,,,,,,,,,,,,,,,
RDC01711,,[99mTc]Tc-HYNIC-H6F,99mTc-HYNIC-H6F,Preclinical,diagnosis,28104744,10.2967/jnumed.116.183863,,,,,,"[99mTc]Tc-HYNIC-H6F is a radiotracer consisting of the radionuclide Technetium-99m (99mTc) labeled onto the H6F peptide (typically a peptide targeting specific receptors such as EphA2 or other tumor-related targets), used for the SPECT imaging diagnosis of tumors overexpressing the target.",,,,,,,,,,,,,,,,,
RDC01712,,[213Bi]Bi-DTPA-2Rs15d,213Bi-DTPA-2Rs15d,Preclinical,treatment,32706300,10.1021/acs.molpharmaceut.0c00580,,,,,,"[213Bi]Bi-DTPA-2Rs15d is a radioimmunoconjugate consisting of the radionuclide Bismuth-213 (213Bi) labeled onto 2Rs15d (a HER2-specific nanobody), primarily used for targeted alpha therapy (TAT) of HER2-positive tumors.",,,,,,,,,,,,,,,,,
RDC01713,,[213Bi]Bi-DTPA-R3B23,213Bi-DTPA-R3B23,Preclinical,treatment,32706300,10.1021/acs.molpharmaceut.0c00580,,,,,,[213Bi]Bi-DTPA-R3B23 is a radioimmunoconjugate consisting of the radionuclide Bismuth-213 (213Bi) labeled onto R3B23 (a HER2-specific nanobody). It is primarily used for targeted alpha therapy (TAT) of HER2-positive tumors.,,,,,,,,,,,,,,,,,
RDC01714,,[68Ga]Ga-ABY-025,68Ga-ABY-025,Clinical (Phase I/II),diagnosis,26912439,10.2967/jnumed.115.169342,,,,,,[68Ga]Ga-ABY-025 is a radiotracer consisting of the radionuclide Gallium-68 (68Ga) labeled onto ABY-025 (a high-affinity Affibody molecule). It is specifically designed to target HER2 receptors for PET/CT imaging diagnosis of HER2-positive tumors (such as metastatic breast or gastric cancer).,,,,,,,,,,,,,,,,,
RDC01716,,[89Zr]Zr-1-trastuzumab​,89Zr-1-trastuzumab​,Preclinical,diagnosis,26941844,10.7150/thno.14261,,,,,,"[89Zr]Zr-1-trastuzumab is a radioimmunoconjugate consisting of the radionuclide Zirconium-89 (89Zr) labeled onto 1-trastuzumab (typically referring to trastuzumab modified with a specific linker ""1""). It is primarily indicated for the PET imaging diagnosis of HER2-positive tumors",,,,,,,,,,,,,,,,,
RDC01717,,[89Zr]Zr-DFO-trastuzumab,89Zr-DFO-trastuzumab,Preclinical,diagnosis,26941844,10.7150/thno.14261,,,,,,[89Zr]Zr-DFO-trastuzumab is a radioimmunoconjugate consisting of the radionuclide Zirconium-89 (89Zr) labeled onto trastuzumab. It is primarily indicated for the PET imaging diagnosis of HER2-positive tumors (such as breast or gastric cancer).,,,,,,,,,,,,,,,,,
RDC01718,,[89Zr]Zr-aglyc-SSp-tz,89Zr-aglyc-SSp-tz,Preclinical,diagnosis,32138509,10.1021/acs.bioconjchem.0c00100,,,,,,[89Zr]Zr-aglyc-SSp-tz is a radioimmunoconjugate consisting of the radionuclide Zirconium-89 (89Zr) labeled onto aglycosylated trastuzumab through a site-specific (SSp) modification. It is primarily indicated for the PET imaging diagnosis of HER2-positive tumors.,,,,,,,,,,,,,,,,,
RDC01719,,[111In]In-aglyc-SSp-tz,111In-aglyc-SSp-tz,Preclinical,diagnosis,32138509,10.1021/acs.bioconjchem.0c00100,,,,,,[111In]In-aglyc-SSp-tz is a radioimmunoconjugate consisting of the radionuclide Indium-111 (111In) labeled onto aglycosylated trastuzumab through a site-specific (SSp) modification. It is primarily indicated for the SPECT imaging diagnosis of HER2-positive tumors.,,,,,,,,,,,,,,,,,
RDC01720,,[99mTc]Tc-ADAPT6,99mTc-ADAPT6,Phase I Clinical,diagnosis,32817142,10.2967/jnumed.120.248799,,,,,,[99mTc]Tc-ADAPT6 is a radiotracer consisting of the radionuclide Technetium-99m (99mTc) labeled onto ADAPT6 (an engineered scaffold protein designed as an antibody mimetic targeting HER2). It is primarily indicated for the SPECT imaging diagnosis of HER2-positive tumors.,,,,,,,,,,,,,,,,,
RDC01721,,[111In]In-(HE)₃-ZHER2-ABD-PE38X8,111In-(HE)₃-ZHER2-ABD-PE38X8,Preclinical,treatment,27573289,10.3892/ijo.2016.3614,,,,,,"[111In]In-(HE)₃-ZHER2-ABD-PE38X8 is a radioimmunoconjugate consisting of the radionuclide Indium-111 (111In) labeled onto an immunotoxin fusion protein. The structure comprises a HER2-targeting Affibody, an ABD (Albumin-Binding Domain) for prolonged serum half-life, and PE38X8 (a modified Pseudomonas exotoxin A fragment). It is primarily indicated for imaging monitoring and the assessment of biodistribution of the immunotoxin in HER2-positive tumors.",,,,,,,,,,,,,,,,,
RDC01723,,"[111In]In-CHX-A""-DTPA-trastuzumab","111In-CHX-A""-DTPA-trastuzumab",Preclinical,diagnosis,30906574,10.15761/JTS.1000269,,,,,,[111In]In-CHX-A''-DTPA-trastuzumab is a radioimmunoconjugate consisting of the radionuclide Indium-111 (111In) labeled onto trastuzumab. It is primarily indicated for the SPECT imaging diagnosis of HER2-positive tumors.,,,,,,,,,,,,,,,,,
RDC01724,,"[90Y]Y-CHX-A""-DTPA-trastuzumab","90Y-CHX-A""-DTPA-trastuzumab",Preclinical,treatment,27419360,10.1016/j.nucmedbio.2016.06.004,,,,,,[90Y]Y-CHX-A''-DTPA-trastuzumab is a radioimmunoconjugate consisting of the radionuclide Yttrium-90 (90Y) labeled onto trastuzumab. It is primarily indicated for the radionuclide therapy of HER2-positive tumors.,,,,,,,,,,,,,,,,,
RDC01725,,[90Y]Y-octapa-trastuzumab,90Y-octapa-trastuzumab,Preclinical,treatment,27419360,10.1016/j.nucmedbio.2016.06.004,,,,,,[90Y]Y-octapa-trastuzumab is a radioimmunoconjugate consisting of the radionuclide Yttrium-90 (90Y) labeled onto trastuzumab. It is primarily indicated for the radionuclide therapy of HER2-positive tumors.,,,,,,,,,,,,,,,,,
RDC01726,,[64Cu]Cu-NOTA-pertuzumab,64Cu-NOTA-pertuzumab,Preclinical,diagnosis,28265738,10.1007/s00259-017-3663-y,,,,,,[64Cu]Cu-NOTA-pertuzumab is a radioimmunoconjugate consisting of the radionuclide Copper-64 (64Cu) labeled onto pertuzumab. It is primarily indicated for the PET imaging diagnosis of HER2-positive tumors.,,,,,,,,,,,,,,,,,
RDC01727,,[68Ga]Ga-DOTA-MLN6907,68Ga-DOTA-MLN6907,Preclinical ,diagnosis,30138815,10.1016/j.apradiso.2018.08.006,,,,,,[68Ga]Ga-DOTA-MLN6907 is a radiotracer consisting of the radionuclide Gallium-68 (68Ga) labeled onto MLN6907 (a HER2-targeting antibody mimetic or small engineered protein). It is primarily indicated for the PET imaging diagnosis of HER2-positive tumors.,,,,,,,,,,,,,,,,,
RDC01729,,[99mTc]Tc(CO)₃-H6-G3,99mTc(CO)₃-H6-G3,Preclinical ,diagnosis,31243840,10.1038/s41598-019-45795-8,,,,,,"[99mTc]Tc(CO)₃-H6-G3 is a radiotracer consisting of the radionuclide Technetium-99m (99mTc) (in the [99mTc]Tc(CO)₃ tricarbonyl core form) labeled onto H6-G3 (a HER2-targeting single-domain antibody or nanobody, typically containing a hexahistidine tag). It is primarily indicated for the SPECT imaging diagnosis of HER2-positive tumors.",,,,,,,,,,,,,,,,,
RDC01730,,[99mTc]Tc(CO)₃-(HE)3-G3,99mTc(CO)₃-(HE)3-G3,Preclinical ,diagnosis,31243840,10.1038/s41598-019-45795-8,,,,,,"[99mTc]Tc(CO)₃-(HE)₃-G3 is a radiotracer consisting of the radionuclide Technetium-99m (99mTc) (in the [99mTc]Tc(CO)₃ tricarbonyl core form) labeled onto (HE)₃-G3 (a HER2-targeting engineered scaffold protein or Affibody, containing a histidine-glutamate tag for labeling). It is primarily indicated for the SPECT imaging diagnosis of HER2-positive tumors.",,,,,,,,,,,,,,,,,
RDC01731,,[99mTc]Tc(CO)₃-G3-(HE)3,99mTc(CO)₃-G3-(HE)3,Preclinical ,diagnosis,31243840,10.1038/s41598-019-45795-8,,,,,,[99mTc]Tc(CO)₃-G3-(HE)₃ is a radiotracer consisting of the radionuclide Technetium-99m (99mTc) (in the [99mTc]Tc(CO)₃ tricarbonyl core form) labeled onto G3-(HE)₃ (a HER2-targeting engineered scaffold protein with the labeling tag at the C-terminus). It is primarily indicated for the SPECT imaging diagnosis of HER2-positive tumors.,,,,,,,,,,,,,,,,,
RDC01740,,[89Zr]Zr-DFO-G3-DARPin,⁸⁹Zr-G3-DARPin (HER2 DARPin),Preclinical,Diagnosis,35434995,10.1021/acs.molpharmaceut.2c00136,,,,,,"[89Zr]Zr-DFO-G3-DARPin is a radiotracer consisting of the radionuclide Zirconium-89 (89Zr) labeled onto G3-DARPin. DARPin (Designed Ankyrin Repeat Protein) is a high-affinity, small-molecule antibody mimetic, with G3 being the specific variant targeting HER2. It is primarily indicated for the PET imaging diagnosis of HER2-positive tumors.stable in human serum;excreted via the renal system;",,,,,,,,,,,,,,,,,
RDC01741,,[177Lu]Lu-DOTA-pertuzumab,¹⁷⁷Lu-DOTA-pertuzumab,Preclinical,Treatment,35575711,10.1089/cbr.2021.0230,,,,,,"[177Lu]Lu-DOTA-pertuzumab is a radioimmunoconjugate consisting of the radionuclide Lutetium-177 (177Lu) labeled onto pertuzumab. Since 177Lu emits β⁻ particles, it is primarily indicated for the radionuclide therapy of HER2-positive tumors, while its minor gamma emission can also be used for imaging monitoring.",,,,,,,,,,,,,,,,,
RDC01742,,[177Lu]Lu-T-Z-HP1,¹⁷⁷Lu “T” pretargeting probe,Preclinical,Treatment,39986477,10.1016/j.jconrel.2025.02.047,,,,,,"[177Lu]Lu-T-Z-HP1 (typically referring to [177Lu]Lu-Trastuzumab-Z-HP1) is a radioimmunoconjugate consisting of the radionuclide Lutetium-177 (177Lu) labeled onto trastuzumab modified with the Z-HP1 linker or scaffold structure. Due to the favorable radiophysical properties of 177Lu, it is primarily indicated for the radionuclide therapy (targeted radionuclide therapy) of HER2-positive tumors, while also allowing for SPECT imaging monitoring via its gamma emission.renal excretion.",,,,,,,,,,,,,,,,,
RDC01743,,[177Lu]Lu-T-FcIII-HP9,¹⁷⁷Lu “T” HP9 pretargeting probe,Preclinical,Treatment,39986477,10.1016/j.jconrel.2025.02.047,,,,,,"[177Lu]Lu-T-FcIII-HP9 (typically referring to [177Lu]Lu-Trastuzumab-FcIII-HP9) is a radioimmunoconjugate consisting of the radionuclide Lutetium-177 (177Lu) labeled onto trastuzumab via the FcIII-HP9 peptide. The FcIII peptide possesses high affinity for the Fc region of IgG, allowing for site-specific labeling through non-covalent yet robust binding, which preserves the antibody's antigen-binding activity. It is primarily indicated for the targeted radionuclide therapy of HER2-positive tumors.",,,,,,,,,,,,,,,,,
RDC01744,,[177Lu]Lu-T-gly-HP9,¹⁷⁷Lu “T” HP9 pretargeting probe,Preclinical,Treatment,39986477,10.1016/j.jconrel.2025.02.047,,,,,,[177Lu]Lu-T-gly-HP9 is a radioimmunoconjugate of 177Lu-labeled trastuzumab modified with a gly-HP9 linker. It is primarily used for the targeted radionuclide therapy of HER2-positive tumors.,,,,,,,,,,,,,,,,,
RDC01745,,[177Lu]Lu-HP16,¹⁷⁷Lu-labeled HP16,Preclinical,Treatment,39986477,10.1016/j.jconrel.2025.02.047,,,,,,"[177Lu]Lu-HP16 is a 177Lu-labeled radiopharmaceutical targeting HER2. It is used for targeted radionuclide therapy of HER2-positive tumors, such as breast and gastric cancers.",,,,,,,,,,,,,,,,,
RDC01746,,[99mTc]Tc-(HE)3ZHER2:V2,⁹⁹ᵐTc-ZHER2:V2 (His-tag / (HE)₃ variant),Preclinical,Diagnosis,39247440,10.1515/med-2024-1027,,,,,,"[99mTc]Tc-(HE)₃-ZHER2:V2 is a 99mTc-labeled Affibody targeting HER2. It is used for SPECT imaging of HER2-positive tumors (e.g., breast/gastric cancer) to assess receptor expression.primarily excreted via the urinary system.",,,,,,,,,,,,,,,,,
RDC01747,,[67Cu]Cu-NOTA-trastuzumab,Copper-67 NOTA-trastuzumab,Preclinical,Diagnosis,38376808,10.1007/s00259-024-06648-3,,,,,,[67Cu]Cu-NOTA-trastuzumab is a 67Cu-labeled radioimmunoconjugate targeting HER2. It is used for targeted radionuclide therapy and SPECT imaging of HER2-positive tumors like breast cancer.,,,,,,,,,,,,,,,,,
RDC01748,,​Al[18F]F-NOTA-HER2-BCH,Al¹⁸F-NOTA-HER2 affibody (BCH variant),Phase 1,Diagnosis,38888484, 10.1148/radiol.232209,,,,,,"Al[18F]F-NOTA-HER2-BCH is an Al[18F]F-labeled radiopharmaceutical targeting HER2 for PET imaging of HER2-positive tumors (e.g., breast/gastric cancer).",,,,,,,,,,,,,,,,,
RDC01749,,[99mTc]Tc- ZHER2:41071,⁹⁹ᵐTc-labeled affibody ZHER2:41071,Preclinical,Diagnosis,33803361, 10.3390/ijms22052770,,,,,,"[99mTc]Tc-ZHER2:41071 is a 99mTc-labeled Affibody targeting HER2 for SPECT imaging of HER2-positive tumors (e.g., breast/gastric cancer).primarily via the urinary system excretion.",,,,,,,,,,,,,,,,,
RDC01750,,[99mTc]Tc-ZHER2:V2,⁹⁹ᵐTc-labeled affibody ZHER2:V2,Preclinical,Diagnosis,33803361, 10.3390/ijms22052770,,,,,,"[99mTc]Tc-ZHER2:V2 is a 99mTc-labeled Affibody targeting HER2 for SPECT imaging of HER2-positive tumors (e.g., breast/gastric cancer).",,,,,,,,,,,,,,,,,
RDC01751,,[99mTc]Tc-ZHER2:2395,⁹⁹ᵐTc-labeled affibody ZHER2:2395,Preclinical,Diagnosis,33803361, 10.3390/ijms22052770,,,,,,"[99mTc]Tc-ZHER2:2395 is a 99mTc-labeled Affibody targeting HER2 for SPECT imaging of HER2-positive tumors (e.g., breast/gastric cancer).",,,,,,,,,,,,,,,,,
RDC01752,,[177Lu]Lu-1-azepin-trastuzumab,¹⁷⁷Lu-azepin-trastuzumab,Preclinical,Treatment,38064536, 10.1002/chem.202303805,,,,,,[177Lu]Lu-1-azepin-trastuzumab is a 177Lu-labeled trastuzumab conjugate using a 1-azepin linker targeting HER2 for targeted radionuclide therapy of HER2-positive tumors.,,,,,,,,,,,,,,,,,
RDC01753,,[64Cu]Cu-Trastuzumab-p-SCN-Bn-TE1PA,⁶⁴Cu-p-SCN-Bn-TE1PA-trastuzumab,Preclinical,Diagnosis,40493435,10.1021/acs.inorgchem.5c01513,,,,,,"[64Cu]Cu-Trastuzumab-p-SCN-Bn-TE1PA is a 64Cu-labeled trastuzumab conjugate targeting HER2 for PET imaging of HER2-positive tumors (e.g., breast cancer).excreted via the spleen, liver, and kidneys;",,,,,,,,,,,,,,,,,
RDC01754,,[67Cu]Cu-Trastuzumab-p-SCN-BnTE1PA,⁶⁷Cu-p-SCN-Bn-TE1PA-trastuzumab,Preclinical,Diagnosis,40493435,10.1021/acs.inorgchem.5c01513,,,,,,"[67Cu]Cu-Trastuzumab-p-SCN-Bn-TE1PA is a 67Cu-labeled trastuzumab conjugate targeting HER2 for targeted radionuclide therapy and SPECT imaging of HER2-positive tumors (e.g., breast cancer).",,,,,,,,,,,,,,,,,
RDC01755,,[89Zr]Zr-ss-pertuzumab,⁸⁹Zr-labeled pertuzumab (ss linker variant),Preclinical,Diagnosis,38272704,10.2967/jnumed.123.266392,,,,,,"[89Zr]Zr-ss-pertuzumab is an 89Zr-labeled pertuzumab conjugate using a disulfide (ss) linker targeting HER2 for PET imaging of HER2-positive tumors (e.g., breast cancer).",,,,,,,,,,,,,,,,,
RDC01756,,[225Ac]Ac-PRIT,²²⁵Ac-DOTA-PRIT,Preclinical,Treatment,37348919,10.2967/jnumed.122.265095,,,,,,"[225Ac]Ac-PRIT is an actinium-225 labeled pretargeted radioimmunotherapy designed to deliver high-energy alpha particles to tumor targets (e.g., HER2/GPA33) for targeted alpha therapy of advanced solid tumors.excreted rapidly via the kidneys into the urine.",,,,,,,,,,,,,,,,,
RDC01757,,[89Zr]Zr-DFO-2Rs15d,⁸⁹Zr-DFO-2Rs15d,Preclinical,Diagnosis,37552575,10.1021/acs.molpharmaceut.3c00360,,,,,,"[89Zr]Zr-DFO-2Rs15d is an 89Zr-labeled nanobody (2Rs15d) targeting HER2 for PET imaging of HER2-positive tumors (e.g., breast cancer).excreted primarily through the kidneys.",,,,,,,,,,,,,,,,,
RDC01758,,[111In]In-oxine-T-exos,¹¹¹In-oxine–labeled T-exosomes,Preclinical,Diagnosis,33728944,10.2217/nnm-2020-0408,,,,,,[111In]In-oxine-T-exos is a 111In-labeled trastuzumab-modified exosome targeting HER2 for SPECT imaging and in vivo tracking of exosomes in HER2-positive tumors.,,,,,,,,,,,,,,,,,
